Reaction	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
co2[u]tr	0	0	0	-192.7465645	-1000	0	-1000	0	0	0	-1000	0	-145.4387017	0	0	0	0	-1000	-1000
cobalt2[u]tr	0	0	0	0.003763088	0.499231735	0	0.022244877	0	0	0	0.460396868	0	0.002839472	0	0	0	0	0.726742528	0.958249513
crn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crvsm1[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crvsm23[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
csn[u]tr	0	0	0	0	0	0	0	0	0	0	8.26950453	0	0	0	0	0	0	0	0
ctbt[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cu2[u]tr	0	0	0	0.003763088	0.499231735	0	0.022244877	0	0	0	0.460396868	0	0.002839472	0	0	0	0	0.726742528	0.958249513
cvm1gluc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cvm23gluc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cytd[u]tr	0	0	0	0	9.053793233	0	0	0	0	0	8.349505369	0	0.102496834	0	0	0	0	26.23332631	17.3782882
daa[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
daa_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dad_2[u]tr	0	0	0	40.30600811	617.9836404	0	-1000	0	0	0	-648.3698406	0	0	0	0	0	0	961.6834136	-679.5014234
dcf[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcf_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcyt[u]tr	0	0	0	67.79514366	8.967044256	0	0	0	0	0	0	0	0	0	0	0	0	0	679.5014234
ddea[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddea_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
des_astzl[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
des_astzl_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfdcytd[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfduri[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dgsn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.55201516	0
dh5fura[u]tr	0	0	0	192.7465645	0	0	1000	0	0	0	304.7194544	0	54.99327691	0	0	0	0	0	1000
digoxin[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
digoxin_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
din[u]tr	0	0	0	0	0	0	0	0	0	0	648.3698406	0	0	0	0	0	0	0	1000
dlb[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	-68.50825665	0	0	0	0	0	0
dlb_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	68.50825665	0	0	0	0	0	0
dma[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dms[u]tr	0	0	0	-192.7465645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1000
dmso[u]tr	0	0	0	192.7465645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000
dnpz_5des[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_6des[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m11[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m12[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m13[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m14[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dnpz_m9[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doh_etr[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doh_etr_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doh_vcz[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
doh_vcz_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
drib[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
duri[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dxo[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dxo_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
efv[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
efv_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eltr[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eltr_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eltr_m3[u]tr	0	0	0	0	0	0	0	0	0	0	333.3333333	0	25.64348167	0	0	0	0	0	483.07385
eltr_m4[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
estradiol[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
estradiolglc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
estriol[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
estriolglc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
estrone[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
estroneglc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
etha[u]tr	0	0	0	0	0	0	0	0	0	0	993.9804051	0	0	0	0	0	0	0	0
ethso3[u]tr	0	0	0	0	0.336857083	0	0	0	0	0	0	0	0	0	0	0	0	0	0
etoh[u]tr	0	0	0	-192.7465645	0	0	1000	0	0	0	-1000	0	0	0	0	0	0	-1000	-1000
eztmb[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eztmb_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fald[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fcsn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe2[u]tr	0	0	0	0.003763088	0.499231735	0	0.022244877	0	0	0	0.920793736	0	0.002839472	0	0	0	0	1.453485057	0.958249513
fe3[u]tr	0	0	0	0.003763088	0.499231735	0	0.022244877	0	0	0	0	0	0.002839472	0	0	0	0	0	0.958249513
fecrm[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fol[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
for[u]tr	0	0	0	192.7465645	0	0	-1000	0	0	0	0	0	0	0	0	0	0	-1000	-1000
fru[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	5.030158766	0	0	0	0	0	0
fruur[u]tr	0	0	0	192.7465645	0	0	0	0	0	0	-1000	0	0	0	0	0	0	0	-1000
fuc1p_L[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fum[u]tr	0	0	0	0	0	0	0	0	0	0	310.6919112	0	0	0	0	0	0	0	0
fvs[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fvsgluc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fvstet[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fvstetglu[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6p[u]tr	0	0	0	96.37328226	0	0	370.0815075	0	0	0	0	0	0	0	0	0	0	143.6211079	349.5753711
gal[u]tr	0	0	0	-129.3156561	-9.604077092	0	0	0	0	0	0	0	0	0	0	0	0	-13.98086457	-18.43452963
galct_D[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
galctn_D[u]tr	0	0	0	48.34070218	0	0	0	0	0	0	8.187352315	0	0	0	0	0	0	0	0
galt[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
galur[u]tr	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0
gbbtn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glc3meacp[u]tr	0	0	0	0	0	0	0	0	0	0	666.6666667	0	51.28696335	0	0	0	0	0	966.1477001
glc_D[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434.8571575	0
glcn[u]tr	0	0	0	-192.7465645	0	0	445.1647836	0	0	0	0	0	0	0	0	0	0	0	1000
glcr[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glcur[u]tr	0	0	0	-192.7465645	-1.703284527	0	-1000	0	0	0	-1000	0	-145.4387017	0	0	0	0	-233.3590644	-547.3474479
gln_L[u]tr	0	0	0	-188.335644	0	0	387.5074681	0	0	0	0	0	53.79035668	0	0	0	0	0	96.03158594
gltmn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gltmn_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glu_L[u]tr	0	0	0	192.7465645	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	978.1428702
gly[u]tr	0	0	0	192.7465645	0	0	-351.616493	0	0	0	0	0	0	0	0	0	0	0	-459.4506232
glyasn[u]tr	0	0	0	0	15.00239499	0	0.668479998	0	0	0	13.83536981	0	0.085328886	0	0	0	0	21.83931372	28.79632185
glyasp[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glyb[u]tr	0	0	0	-97.63498182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1000
glyc3p[u]tr	0	0	0	-92.5261653	-554.9189877	0	976.3169166	0	0	0	37.47414334	0	2.622301145	0	0	0	0	0	-155.7994989
glyc[u]tr	0	0	0	0.827360187	0	0	773.4586376	0	0	0	10.07704006	0	0	0	0	0	0	0	265.4012406
glyclt[u]tr	0	0	0	192.7465645	0	0	1000	0	0	0	0	0	0	0	0	0	0	1000	1000
glycys[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glygln[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glyglu[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glyleu[u]tr	0	0	0	0	23.08532845	0	0	0	0	0	25.86084592	0	0	0	0	0	0	0	503.7617181
glymet[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.309607203	0
glyphe[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.80290815	0
glypro[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
glytyr[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.49330095	0
gmfl[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mIII[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mIII_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mII[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mII_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mI[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gmfl_mI_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gsn[u]tr	0	0	0	0.106418751	14.11809241	0	0.641577351	0	0	0	13.01985647	0	0.080299252	0	0	0	0	0	27.09894874
gtacmp[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h2[u]tr	0	0	0	192.7465645	0	0	818.7308908	0	0	0	999.3816269	0	0	0	0	0	0	0	780.3702025
h2o[u]tr	0	0	0	-192.7465645	1000	0	-79.88305441	0	0	0	1000	0	145.4387017	0	0	0	0	1000	1000
h2s[u]tr	0	0	0	0.050402648	6.349833362	0	0.297947015	0	0	0	6.166537752	0	-0.093270276	0	0	0	0	9.733961172	12.83475673
h[u]tr	0	0	0	-192.7465645	0	0	-1000	0	0	0	0	0	0	0	0	0	0	-1000	-1000
hdca[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	16.36390017	0	0	0	0	0	0
hexs[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hg2[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
his_L[u]tr	0	0	0	0.044631913	5.92111314	0	0.263834254	0	0	0	0	0	0.033677422	0	0	0	0	0	11.36527066
hst[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_37_diglc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_3_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_3_s[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_3glc_7s[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_7_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_7_s[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hst_7glc_3s[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hxan[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ibup_S[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ibupgluc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
idon_L[u]tr	0	0	0	192.7465645	0	0	0	0	0	0	0	0	0	0	0	0	0	-434.8571575	-1000
ile_L[u]tr	0	0	0	0.136151355	-375.2524902	0	0.804836472	0	0	0	16.65750699	0	0.102734263	0	0	0	0	26.29409447	34.67019234
imn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
imn_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ind3ac[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
indole[u]tr	0	0	0	-7.80790691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.125199639
ins[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1000
inv[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
inv_m1[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isetac[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isnzd[u]tr	0	0	0	-192.7465645	-1000	0	-1000	0	0	0	-117.3037682	0	0	0	0	0	0	0	-1000
isosorbide_5mn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isosorbide_5mn_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k[u]tr	0	0	0	0.003763088	0.499231735	0	0.022244877	0	0	0	0.460396868	0	0.002839472	0	0	0	0	0.726742528	0.958249513
kprofen[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kprofen_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lac_D[u]tr	0	0	0	-150.741223	0	0	-889.3564227	0	0	0	0	0	0	0	0	0	0	0	103.8309212
lac_L[u]tr	0	0	0	-192.7465645	0	0	-302.5094673	0	0	0	-317.5255692	0	0	0	0	0	0	0	-1000
lactl[u]tr	0	0	0	129.3156561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.43452963
lcts[u]tr	0	0	0	0	9.604077092	0	0	0	0	0	0	0	0	0	0	0	0	13.98086457	0
leu_L[u]tr	0	0	0	0.21137552	4.956901772	0	1.249511828	0	0	0	0	0	0	0	0	0	0	0	-449.9361064
lst4exp[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lstn1gluc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lstn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lstnm4[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lstnm7[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lys_L[u]tr	0	0	0	0.160726541	21.32286028	0	0.950108672	0	0	0	19.66417079	0	0.121277697	0	0	0	0	31.04015293	40.92812831
mal_L[u]tr	0	0	0	82.23599437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.0235897
malt[u]tr	0	0	0	0	0	0	0	0	0	0	4.428491527	0	0.079145014	0	0	0	0	0	0
malthx[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
malttr[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
man6p[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	728.2786231
man[u]tr	0	0	0	0	18.22623503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mantr[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mdz[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mdz_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mdzglc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
meoh[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
met_D[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
met_L[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metala[u]tr	0	0	0	0.075725017	10.04609414	0	0.44763606	0	0	0	9.264615921	0	5.99124425	0	0	0	0	10.31471122	0
metsox_R_L[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metsox_S_L[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2829585
mg2[u]tr	0	0	0	0.003763088	0.499231735	0	0.022244877	0	0	0	0.460396868	0	0.002839472	0	0	0	0	0.726742528	0.958249513
miso[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miso_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mn2[u]tr	0	0	0	0.003763088	0.499231735	0	0.022244877	0	0	0	0.460396868	0	0.002839472	0	0	0	0	0.726742528	0.958249513
mnl[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mops[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mqn7[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mqn8[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mrphn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mrphn_3glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mrphn_6glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mso3[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mtz[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mtz_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
na1[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nac[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ncam[u]tr	0	0	0	-192.7390383	-633.3533601	0	-589.4997034	0	0	0	-42.43095377	0	-6.052459254	0	0	0	0	-998.5465149	-998.083501
nh4[u]tr	0	0	0	-192.7465645	-620.2639942	0	-1000	0	0	0	-1000	0	-6.07837723	0	0	0	0	-3.319560796	-1000
nmn[u]tr	0	0	0	192.7465645	634.3518236	0	589.5441932	0	0	0	43.3517475	0	6.058138199	0	0	0	0	1000	1000
no2[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-399.0852745
no3[u]tr	0	0	0	14.0017805	0	0	232.4968442	0	0	0	0	0	0	0	0	0	0	0	732.4186078
nsldp_m5[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nsldp_m5_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nverp[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nverp_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o2[u]tr	0	0	0	0	388.4609427	0	464.6872341	0	0	0	507.9900363	0	13.91830697	0	0	0	0	653.1022608	0
ocdca[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
odsm_egltmn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
odsm_egltmn_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
odsm_gltmn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
odsm_gltmn_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oh_etr[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oh_etr_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oh_pbl[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oh_pbl_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
orn[u]tr	0	0	0	0	0	0	999.1788703	0	0	0	0	0	0	0	0	0	0	0	0
oxa[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-89.72470051	0
pac[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pb[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pcresol[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phe_L[u]tr	0	0	0	-7.446307988	11.54266422	0	0.514320557	0	0	0	10.64476893	0	0.06565103	0	0	0	0	0	22.15554744
phppa[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phppa_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phtn_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pi[u]tr	0	0	0	-192.7465645	0	0	-740.163015	0	0	0	0	0	0	0	0	0	0	0	-1000
pime[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
pnto_R[u]tr	0	0	0	0.007526175	0.998463469	0	0.044489754	0	0	0	0.920793736	0	0.005678945	0	0	0	0	1.453485057	1.916499027
ppa[u]tr	0	0	0	0	0	0	-1000	0	0	0	0	0	0	0	0	0	0	0	-1000
ppi[u]tr	0	0	0	-1.593240307	0	0	-595.9371793	0	0	0	0	0	0	0	0	0	0	-508.0181866	-376.9135449
pppn[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pro_L[u]tr	0	0	0	0.103808481	13.7717997	0	0.613646863	0	0	0	12.70050161	0	0.078329649	0	0	0	0	20.0479093	26.43425778
prob[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prob_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pront[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pront_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
propl[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
propl_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prx_mII[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prx_mII_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prx_mI[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prx_mI_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptrc[u]tr	0	0	0	0	0	0	-999.1788703	0	0	0	0	0	0	0	0	0	0	0	0
ptvst[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ptvstgluc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pvs[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pvsgluc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pydam[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pydx[u]tr	0	0	0	0	0	0	0	0	0	0	0.460396868	0	0	0	0	0	0	0.726742528	0
pydxn[u]tr	0	0	0	0.003763088	0.499231735	0	0.022244877	0	0	0	0	0	0.002839472	0	0	0	0	0	0.958249513
r406[u]tr	0	0	0	0	-8.210787511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r406_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r529[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r529_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r788[u]tr	0	0	0	0	8.210787511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regfnb[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regfnb_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rep[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rep_glc[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rib_D[u]tr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
